policy_id,age,gender,start_date,deferral_years,initial_value,rider_type,has_death_benefit,death_benefit_type,has_beneficiary,me_fees,admin_fees,rider_fees,death_benefit_fees,total_fees,status
P04764,65,F,2014-06-16,15,144000,None,True,AccountValue,False,0.009510048708953113,0.0018772180715012053,0.0,0.0,0.01138726678045432,deferred
P04765,54,M,2020-08-28,10,128000,GMIB,True,ReturnOfPremium,True,0.015017207459449873,0.0020410856004039846,0.008302559672423878,0.0032372368566902544,0.02859808958896799,deferred
P04766,63,F,2019-01-27,0,101000,GMIB,True,AccountValue,True,0.01360589153746145,0.0013400393221471916,0.012406365596748289,0.0,0.02735229645635693,payout
P04767,52,F,2008-09-10,0,123000,None,False,None,False,0.0054918372571621295,0.0013892256444161526,0.0,0.0,0.006881062901578282,payout
P04768,59,F,2023-04-09,5,76000,GMIB,True,AccountValue,True,0.016674743864651818,0.0025761524014954198,0.007349759921454335,0.0,0.02660065618760157,deferred
P04769,70,F,2023-12-26,20,85000,GMIB,False,None,False,0.010709491636708252,0.002124546793011431,0.008887853238306995,0.0,0.021721891668026676,deferred
P04770,68,M,2011-06-27,10,77000,GMWB,True,ReturnOfPremium,True,0.015848397713557075,0.0027182309019636234,0.006219235784241909,0.0032243038859500867,0.028010168285712695,payout
P04771,62,M,2021-09-11,0,75000,GMIB,True,AccountValue,True,0.013601724331100802,0.002774710897884137,0.008604820914896375,0.0,0.024981256143881317,payout
P04772,54,M,2009-11-25,5,50000,None,True,AccountValue,True,0.009001335095563806,0.0026161161400084635,0.0,0.0,0.01161745123557227,payout
P04773,67,M,2013-10-09,15,183000,None,True,AccountValue,True,0.010203070691261572,0.002790574126343649,0.0,0.0,0.012993644817605222,deferred
P04774,62,M,2020-09-28,5,67000,None,False,None,False,0.007910928233334833,0.0023572583445187058,0.0,0.0,0.01026818657785354,deferred
P04775,45,M,2016-01-02,0,50000,None,True,AccountValue,False,0.008737004717755827,0.0010619429085219477,0.0,0.0,0.009798947626277775,payout
P04776,68,M,2021-10-12,10,90000,GMWB,True,ReturnOfPremium,True,0.015209240956001844,0.0017873915207839665,0.010300157852323518,0.0033904470364116094,0.03068723736552094,deferred
P04777,61,F,2019-09-14,10,107000,GMWB,True,ReturnOfPremium,False,0.015823425182213247,0.0012195895651000667,0.007966149577638216,0.0026150216540723665,0.0276241859790239,deferred
P04778,71,F,2024-12-10,10,58000,GMIB,True,AccountValue,True,0.013456337610624857,0.0011183338327922596,0.010249872350649253,0.0,0.02482454379406637,deferred
P04779,53,F,2024-12-26,5,65000,None,True,AccountValue,True,0.008926563083296623,0.00284217287590841,0.0,0.0,0.011768735959205034,deferred
P04780,45,F,2023-03-24,10,104000,GMWB,True,ReturnOfPremium,True,0.014962651639240074,0.0015190352200419672,0.011601486625573884,0.0035448842134024384,0.03162805769825836,deferred
P04781,64,M,2011-06-16,5,117000,None,True,AccountValue,True,0.009015468112657823,0.002869248867972211,0.0,0.0,0.011884716980630034,payout
P04782,64,F,2014-08-13,5,56000,GMIB,True,AccountValue,False,0.014525105357612852,0.0015186071329554359,0.009153931898585196,0.0,0.025197644389153485,payout
P04783,48,F,2023-05-02,0,76000,GMIB,True,AccountValue,True,0.01372545535188494,0.0023230117166933005,0.012725673159926548,0.0,0.028774140228504788,payout
P04784,54,F,2024-01-09,10,139000,GMWB,True,AccountValue,True,0.01472403216672511,0.002691083500746912,0.008723147239036956,0.0,0.026138262906508974,deferred
P04785,80,M,2011-12-27,5,87000,GMWB,True,AccountValue,True,0.015621054876997777,0.0011587932976253937,0.00796052202378069,0.0,0.02474037019840386,payout
P04786,59,F,2010-08-12,10,124000,GMIB,True,AccountValue,False,0.016761448538568872,0.0017679700735436083,0.007300562073362741,0.0,0.02582998068547522,payout
P04787,67,F,2014-10-10,20,109000,GMWB,False,None,False,0.011950206342799096,0.002716813810067059,0.006761627629265155,0.0,0.02142864778213131,deferred
P04788,56,F,2006-12-26,0,55000,GMWB,True,ReturnOfPremium,True,0.012893258063529917,0.002760457088287559,0.00861710190695596,0.0028862701001972865,0.027157087158970725,payout
P04789,45,M,2010-04-10,15,53000,None,True,AccountValue,True,0.011229215809497123,0.0011720263803166866,0.0,0.0,0.01240124218981381,payout
P04790,60,F,2015-06-10,0,165000,GMIB,True,AccountValue,True,0.015588009392193717,0.0016037234154978833,0.01133545941034164,0.0,0.028527192218033237,payout
P04791,59,F,2021-02-23,0,306000,GMWB,True,AccountValue,True,0.01249491960722127,0.0010535752343700858,0.007116748511766302,0.0,0.020665243353357655,payout
P04792,58,F,2016-05-09,0,165000,None,True,AccountValue,True,0.01146373452390664,0.002707206139077694,0.0,0.0,0.014170940662984334,payout
P04793,61,F,2013-05-16,0,61000,GMIB,True,SteppedUp,True,0.015250986472546798,0.0011859878709322132,0.010132997604856597,0.0030373754048265643,0.029607347353162172,payout
P04794,64,M,2011-03-15,0,98000,GMIB,False,None,False,0.012075201959007133,0.0014001797640496318,0.01235468978740018,0.0,0.025830071510456944,payout
P04795,60,M,2010-09-08,10,155000,None,True,AccountValue,True,0.008317657441718048,0.0018995471429708497,0.0,0.0,0.010217204584688899,payout
P04796,51,M,2018-06-04,10,102000,GMIB,False,None,False,0.012801995807453124,0.0015929178322636886,0.009458133695699804,0.0,0.023853047335416617,deferred
P04797,65,M,2018-05-26,20,185000,GMWB,False,None,False,0.010976140161826494,0.002028061638049742,0.007744620562938772,0.0,0.020748822362815007,deferred
P04798,46,M,2020-04-16,0,132000,GMWB,True,AccountValue,True,0.014377347841344378,0.0010694146987113126,0.011214730083821315,0.0,0.026661492623877008,payout
P04799,45,M,2016-07-11,0,184000,GMWB,False,None,False,0.010656823242627745,0.0018002306677925284,0.006697028321937251,0.0,0.019154082232357525,payout
P04800,67,M,2024-03-17,15,71000,None,False,None,False,0.007630491476632777,0.0028617055145101857,0.0,0.0,0.010492196991142963,deferred
P04801,66,F,2019-06-19,10,162000,GMWB,True,AccountValue,True,0.014905112166747928,0.002838071841985076,0.00858482303123897,0.0,0.02632800703997197,deferred
P04802,61,F,2024-12-13,5,54000,None,True,AccountValue,True,0.011128360604310114,0.002526702454296396,0.0,0.0,0.01365506305860651,deferred
P04803,50,M,2015-01-13,10,135000,None,True,AccountValue,False,0.009797906713718788,0.0011999726935007454,0.0,0.0,0.010997879407219533,payout
P04804,56,M,2023-03-03,10,64000,GMIB,False,None,False,0.009785735697127916,0.0016939178367785831,0.012580355856274473,0.0,0.02406000939018097,deferred
P04805,59,F,2023-06-04,0,50000,GMIB,False,None,False,0.00908337826524134,0.0021452638553878436,0.008800670383200752,0.0,0.020029312503829937,payout
P04806,49,F,2021-08-12,15,92000,None,True,AccountValue,True,0.009083916324129672,0.0019918106396747816,0.0,0.0,0.011075726963804454,deferred
P04807,56,M,2012-12-13,0,94000,GMWB,True,ReturnOfPremium,True,0.013654756678934541,0.0018885990488891114,0.0073426058250624145,0.0035856578416298118,0.02647161939451588,payout
P04808,67,F,2022-01-09,5,122000,None,False,None,False,0.007688615406080265,0.0010003799910890785,0.0,0.0,0.008688995397169344,deferred
P04809,73,M,2014-08-25,5,56000,GMIB,True,ReturnOfPremium,True,0.013570644005998965,0.00162930285507585,0.007076302823386666,0.002427132033677308,0.024703381718138788,payout
P04810,58,F,2010-08-22,5,87000,GMIB,True,AccountValue,True,0.014573865615887274,0.0028979251695050285,0.012425923517909774,0.0,0.029897714303302077,payout
P04811,68,F,2019-09-08,5,70000,None,False,None,False,0.006788400359870932,0.0023525357118080016,0.0,0.0,0.009140936071678932,payout
P04812,46,M,2018-03-16,20,119000,None,True,AccountValue,True,0.008341579186644887,0.0028260018003538013,0.0,0.0,0.011167580986998688,deferred
P04813,67,F,2015-07-16,0,143000,None,True,AccountValue,True,0.011367133761570032,0.0024030965597386525,0.0,0.0,0.013770230321308686,payout
P04814,55,M,2012-11-18,15,317000,GMWB,False,None,False,0.008608701234147075,0.002089086741927551,0.008920905868099566,0.0,0.019618693844174192,deferred
P04815,64,F,2018-04-07,5,99000,None,True,AccountValue,True,0.011449162610685645,0.0029654932459556543,0.0,0.0,0.0144146558566413,payout
P04816,60,F,2015-12-07,0,50000,None,True,AccountValue,True,0.011530706279045679,0.002531663410820951,0.0,0.0,0.01406236968986663,payout
P04817,72,F,2017-08-08,10,50000,GMWB,True,ReturnOfPremium,True,0.015969663746454723,0.0019735789990574324,0.009534909427227095,0.002018793057510232,0.029496945230249483,deferred
P04818,55,M,2023-12-28,5,80000,GMWB,True,AccountValue,True,0.015783954830058955,0.00290654755445689,0.011952352597531437,0.0,0.03064285498204728,deferred
P04819,67,F,2018-07-06,0,83000,GMIB,True,AccountValue,True,0.014030695157508762,0.0016926212982726965,0.010188717327664541,0.0,0.025912033783446,payout
P04820,59,F,2018-11-08,5,87000,None,True,AccountValue,True,0.010868402808831246,0.002087341201131076,0.0,0.0,0.012955744009962323,payout
P04821,60,F,2018-11-25,20,171000,GMWB,False,None,False,0.010861639017236423,0.0024885364971908895,0.007765552273196394,0.0,0.021115727787623707,deferred
P04822,60,M,2024-04-23,10,112000,None,False,None,False,0.005778927155221802,0.002161079591030827,0.0,0.0,0.007940006746252629,deferred
P04823,55,M,2015-12-09,15,99000,GMIB,True,AccountValue,True,0.016618798637506843,0.001964115496572852,0.007077139820065916,0.0,0.025660053954145612,deferred
P04824,61,F,2022-07-07,5,101000,GMWB,False,None,False,0.009507371401612036,0.0023958033650374228,0.008522203782361315,0.0,0.020425378549010775,deferred
P04825,61,F,2009-02-13,5,67000,None,True,AccountValue,True,0.009869071840748924,0.00280984074990008,0.0,0.0,0.012678912590649004,payout
P04826,63,M,2021-12-13,5,152000,GMWB,True,AccountValue,True,0.015275541042943125,0.002228939283189291,0.0065356458400228105,0.0,0.024040126166155227,deferred
P04827,62,F,2023-03-12,5,50000,None,True,AccountValue,False,0.01073813257578024,0.0026927518324778694,0.0,0.0,0.01343088440825811,deferred
P04828,68,M,2010-02-20,0,66000,GMIB,True,AccountValue,True,0.01669869235350537,0.0027860775721820948,0.01129600686011823,0.0,0.030780776785805694,payout
P04829,69,M,2024-12-09,10,59000,GMIB,True,SteppedUp,True,0.016184564755172565,0.0019169641526964388,0.007761036586854506,0.005848318928940652,0.03171088442366416,deferred
P04830,53,M,2015-09-24,10,50000,GMWB,True,ReturnOfPremium,True,0.015317932727800403,0.0016623730360332573,0.007687520151313596,0.0021443857507234183,0.026812211665870677,deferred
P04831,68,F,2020-07-04,5,147000,GMIB,True,AccountValue,True,0.015760053427988644,0.0019463782036766451,0.01250758047763123,0.0,0.030214012109296518,deferred
P04832,52,F,2023-10-04,5,106000,None,True,AccountValue,True,0.008719190057436862,0.0019979518098817857,0.0,0.0,0.010717141867318649,deferred
P04833,66,F,2013-09-01,10,50000,None,False,None,False,0.006730370473403921,0.0023688018008131365,0.0,0.0,0.009099172274217058,payout
P04834,66,M,2020-10-11,5,94000,GMWB,True,AccountValue,True,0.013279431164249303,0.0025454106824272997,0.007516279468645564,0.0,0.023341121315322167,deferred
P04835,46,F,2015-08-01,0,88000,None,True,AccountValue,True,0.009881756769199872,0.002187485513089351,0.0,0.0,0.012069242282289224,payout
P04836,62,M,2016-06-19,5,78000,None,True,AccountValue,True,0.01148012774283933,0.0020753061355632658,0.0,0.0,0.013555433878402596,payout
P04837,58,M,2022-01-14,15,75000,GMIB,True,AccountValue,True,0.014408926664943547,0.0023928232951046205,0.00977991803394408,0.0,0.026581667993992246,deferred
P04838,55,M,2014-04-21,0,135000,None,False,None,False,0.0058883870507648066,0.0015666192366343386,0.0,0.0,0.007455006287399145,payout
P04839,72,M,2013-07-15,5,123000,GMIB,False,None,False,0.011259127577297119,0.002884641409074634,0.01299400987205002,0.0,0.027137778858421772,payout
P04840,56,F,2019-10-05,15,63000,None,True,AccountValue,False,0.011961229374454171,0.0012022785701850589,0.0,0.0,0.01316350794463923,deferred
P04841,55,F,2017-03-25,0,119000,None,False,None,False,0.005526781831315718,0.0011832200625718837,0.0,0.0,0.006710001893887602,payout
P04842,62,F,2011-03-12,15,130000,None,False,None,False,0.005949332674467549,0.001092997765152505,0.0,0.0,0.007042330439620054,deferred
P04843,67,M,2024-02-04,10,126000,GMWB,True,AccountValue,False,0.014075508112055692,0.001094507795076856,0.007263544334651321,0.0,0.02243356024178387,deferred
P04844,60,M,2022-08-11,5,134000,GMWB,True,ReturnOfPremium,True,0.013813006288741379,0.0017028345379502571,0.011039796844130482,0.0023559159332797964,0.028911553604101917,deferred
P04845,71,M,2018-01-19,0,50000,None,True,AccountValue,False,0.009436138774450393,0.001078463084600229,0.0,0.0,0.010514601859050622,payout
P04846,66,M,2017-02-07,0,140000,None,False,None,False,0.008467305715933073,0.0029982777617481044,0.0,0.0,0.011465583477681177,payout
P04847,45,F,2016-08-18,5,73000,None,True,AccountValue,True,0.010026747903513444,0.0026082263600386733,0.0,0.0,0.012634974263552118,payout
P04848,57,M,2014-08-20,10,90000,GMIB,True,AccountValue,True,0.016956000149330283,0.0012953514460271398,0.012382052850175627,0.0,0.03063340444553305,payout
P04849,57,F,2022-05-22,0,65000,None,True,AccountValue,True,0.010261824837297394,0.0012123079783268704,0.0,0.0,0.011474132815624264,payout
P04850,65,M,2015-05-01,15,108000,GMIB,True,ReturnOfPremium,True,0.014172835197487514,0.0022717781349169473,0.008470019768502153,0.0035013705406909726,0.028416003641597586,deferred
P04851,45,M,2019-04-04,15,169000,None,True,AccountValue,True,0.008919180204191456,0.0017324820304151195,0.0,0.0,0.010651662234606575,deferred
P04852,80,M,2018-01-06,5,261000,GMIB,True,AccountValue,True,0.01597776466883912,0.0024063798990516315,0.007597892924106482,0.0,0.025982037491997234,payout
P04853,66,F,2008-10-01,0,132000,None,True,AccountValue,True,0.011393490636606664,0.0029119511124475615,0.0,0.0,0.014305441749054225,payout
P04854,63,M,2020-07-09,5,77000,None,False,None,False,0.006992541166135856,0.002658535759906724,0.0,0.0,0.00965107692604258,deferred
P04855,71,F,2007-05-11,5,194000,None,True,AccountValue,True,0.010581471076462425,0.0027005033662208535,0.0,0.0,0.01328197444268328,payout
P04856,80,M,2016-02-10,20,50000,None,True,AccountValue,True,0.010866209309014522,0.0010442250977301334,0.0,0.0,0.011910434406744656,deferred
P04857,68,M,2018-03-13,10,179000,None,False,None,False,0.006104044267609892,0.0015233814970209388,0.0,0.0,0.007627425764630831,deferred
P04858,69,F,2024-05-10,10,444000,GMWB,True,SteppedUp,True,0.014419313391316363,0.002308017334191324,0.01077960612171174,0.005704266818256593,0.03321120366547602,deferred
P04859,63,M,2018-08-16,5,110000,None,True,AccountValue,True,0.011209762687436864,0.00267204340031384,0.0,0.0,0.013881806087750704,payout
P04860,60,M,2014-03-16,15,190000,None,True,AccountValue,False,0.008542115553302093,0.002191665031501905,0.0,0.0,0.010733780584803999,deferred
P04861,58,F,2011-09-18,0,66000,GMWB,True,SteppedUp,True,0.012978848109024149,0.0025837577825530782,0.009992409628244239,0.005141274426795062,0.030696289946616526,payout
P04862,55,M,2021-01-12,10,172000,GMIB,True,AccountValue,True,0.015887272021378455,0.002344376179465587,0.01018936473372256,0.0,0.0284210129345666,deferred
P04863,56,F,2007-06-12,10,163000,GMIB,False,None,False,0.009887041128929012,0.0011851668917501807,0.007348382607726864,0.0,0.018420590628406057,payout
P04864,51,M,2021-07-06,5,71000,GMWB,True,ReturnOfPremium,True,0.01392623742039185,0.00139452504322049,0.009508398346427221,0.0032769743548826087,0.02810613516492217,deferred
P04865,61,M,2013-05-28,0,105000,GMWB,True,ReturnOfPremium,True,0.012738228879503169,0.0019221517158424031,0.006903376300615885,0.0037309597963691246,0.025294716692330584,payout
P04866,48,M,2022-01-17,10,104000,GMWB,True,ReturnOfPremium,True,0.013284487560965248,0.0025980117975418107,0.011571866530951061,0.0031363944894297374,0.030590760378887857,deferred
P04867,63,F,2021-02-20,5,51000,None,True,AccountValue,True,0.008414702253113726,0.0011861129285459845,0.0,0.0,0.00960081518165971,deferred
P04868,61,F,2022-05-07,10,65000,GMIB,True,ReturnOfPremium,True,0.014394117585887944,0.0029730816187900446,0.008409251680135633,0.00374335401095568,0.029519804895769303,deferred
P04869,63,F,2007-03-28,15,52000,None,True,AccountValue,False,0.008842211771896185,0.0017293202863749352,0.0,0.0,0.01057153205827112,payout
P04870,57,F,2022-10-04,15,95000,GMWB,True,AccountValue,True,0.013613398591729655,0.001412171245068073,0.008430457627579694,0.0,0.023456027464377423,deferred
P04871,80,M,2024-12-21,10,168000,GMWB,True,AccountValue,True,0.013719921339637252,0.002825675377049744,0.00629473531791283,0.0,0.022840332034599828,deferred
P04872,72,M,2013-02-13,0,154000,GMIB,True,ReturnOfPremium,True,0.013050429854571223,0.0019340381858892898,0.012989380899315246,0.0037979128215712634,0.03177176176134702,payout
P04873,52,M,2011-11-28,5,160000,GMWB,False,None,False,0.009716305424813056,0.0021980740731960004,0.010158390553403143,0.0,0.0220727700514122,payout
P04874,63,F,2008-05-21,10,192000,GMWB,False,None,False,0.011517556160246944,0.0013158704412603573,0.011721136379368882,0.0,0.02455456298087618,payout
P04875,57,F,2023-07-28,10,166000,None,True,AccountValue,True,0.0106779662208386,0.002393730519531657,0.0,0.0,0.013071696740370257,deferred
P04876,53,M,2021-11-08,5,68000,GMIB,True,ReturnOfPremium,True,0.014700726568865568,0.0025999005629965695,0.010087632525300186,0.0028694011809450412,0.030257660838107363,deferred
P04877,51,M,2023-03-01,5,74000,None,True,AccountValue,True,0.009983094403588546,0.002754941075515893,0.0,0.0,0.012738035479104438,deferred
P04878,65,F,2016-05-02,10,73000,None,False,None,False,0.007839494741922966,0.00194985655145236,0.0,0.0,0.009789351293375326,deferred
P04879,56,F,2024-02-07,10,68000,None,False,None,False,0.006123981022711425,0.002166577201354748,0.0,0.0,0.008290558224066174,deferred
P04880,69,F,2014-04-14,10,183000,GMWB,True,AccountValue,True,0.014903519678239613,0.0016514087242915122,0.007441355395748164,0.0,0.023996283798279287,payout
P04881,69,M,2012-03-08,20,71000,GMWB,True,ReturnOfPremium,True,0.01318413616672886,0.0014042906484370513,0.010922973950932186,0.0022993773180005556,0.027810778084098653,deferred
P04882,72,F,2017-04-10,15,86000,GMWB,False,None,False,0.010323036550774321,0.002088539961991934,0.006970733366369276,0.0,0.019382309879135532,deferred
P04883,55,F,2022-08-06,5,118000,GMWB,True,ReturnOfPremium,True,0.013448185515149801,0.001657870926992284,0.007325656733865976,0.0033439245371968576,0.02577563771320492,deferred
P04884,65,M,2014-04-03,0,73000,None,True,AccountValue,True,0.011966448099431225,0.00140011779508082,0.0,0.0,0.013366565894512045,payout
P04885,67,F,2022-08-02,15,104000,GMWB,True,AccountValue,True,0.012713809896441525,0.0027772816295140047,0.008309028041674507,0.0,0.023800119567630035,deferred
P04886,58,M,2019-07-11,0,161000,None,True,AccountValue,True,0.010893462993825731,0.0014312958772360722,0.0,0.0,0.012324758871061804,payout
P04887,55,M,2013-03-13,20,80000,None,True,AccountValue,True,0.0087599988062133,0.0022572129196835136,0.0,0.0,0.011017211725896814,deferred
P04888,74,F,2010-09-24,0,142000,None,True,AccountValue,True,0.011130124427080001,0.0024761338909090012,0.0,0.0,0.013606258317989003,payout
P04889,63,F,2021-05-15,0,142000,None,True,AccountValue,True,0.011070235655900148,0.0025919316190396585,0.0,0.0,0.013662167274939806,payout
P04890,67,M,2021-05-01,5,65000,GMIB,True,AccountValue,True,0.014542227439500819,0.0015631455750144622,0.00769300299950834,0.0,0.02379837601402362,deferred
P04891,55,M,2021-12-22,15,50000,GMWB,True,AccountValue,True,0.013864697606609445,0.0021944466213432443,0.00912987249218955,0.0,0.02518901672014224,deferred
P04892,52,F,2023-11-22,10,78000,None,True,AccountValue,False,0.009744957734261032,0.0018749834295635178,0.0,0.0,0.01161994116382455,deferred
P04893,57,M,2020-12-20,10,191000,GMWB,True,SteppedUp,True,0.015569150706100876,0.0023394057450401534,0.0073490067831582,0.004135896250248463,0.02939345948454769,deferred
P04894,61,M,2013-06-13,10,144000,GMIB,True,SteppedUp,True,0.015381994998039147,0.0017068943938900656,0.0108445946291801,0.0038241283660546362,0.03175761238716395,payout
P04895,53,M,2024-09-18,5,53000,GMWB,True,ReturnOfPremium,True,0.015562873226592314,0.0020987375591156325,0.007298205338552786,0.002699713668525134,0.027659529792785867,deferred
P04896,61,F,2022-05-27,5,51000,GMIB,True,ReturnOfPremium,True,0.016868027542894168,0.0020574775531027626,0.008448242522738032,0.0035975238107523537,0.030971271429487315,deferred
P04897,48,M,2024-09-18,5,125000,GMIB,True,SteppedUp,True,0.013391245152630342,0.002789932383166947,0.009106048585972628,0.0056087965468743246,0.03089602266864424,deferred
P04898,53,F,2015-11-01,5,91000,None,False,None,False,0.005023302760898003,0.0028355861393894732,0.0,0.0,0.007858888900287476,payout
P04899,67,M,2019-03-23,10,128000,GMIB,False,None,False,0.011936749854575714,0.0026752120400062138,0.007992701999461787,0.0,0.022604663894043715,deferred
P04900,66,F,2023-11-18,0,113000,GMWB,True,ReturnOfPremium,True,0.014969991361973193,0.0029233630323557283,0.009681378626779907,0.003300168964905051,0.030874901986013878,payout
P04901,58,F,2014-06-17,5,97000,GMIB,False,None,False,0.010524381300594965,0.001271687304199613,0.011832837555247137,0.0,0.023628906160041714,payout
P04902,53,F,2017-05-07,0,63000,GMWB,True,AccountValue,True,0.014469348065730359,0.002443606875116841,0.009762665250691617,0.0,0.026675620191538817,payout
P04903,53,F,2011-04-25,0,96000,None,True,AccountValue,True,0.008587800383283295,0.0011539751409305357,0.0,0.0,0.009741775524213831,payout
P04904,59,M,2020-11-28,0,172000,GMIB,True,ReturnOfPremium,True,0.014983066774072152,0.001984934822087782,0.012539831552000278,0.002747539802047458,0.03225537295020767,payout
P04905,67,F,2022-04-18,0,84000,None,False,None,False,0.0052308754168591464,0.002506216433000127,0.0,0.0,0.007737091849859273,payout
P04906,69,F,2016-09-15,10,114000,None,True,AccountValue,True,0.011432561192886798,0.0022448867221523906,0.0,0.0,0.013677447915039189,deferred
P04907,58,M,2018-08-24,0,56000,GMIB,True,AccountValue,True,0.013769914354684276,0.0025517407607523047,0.009702403133178076,0.0,0.02602405824861466,payout
P04908,52,F,2010-07-27,10,136000,GMWB,True,SteppedUp,True,0.01565013726175347,0.0022912859136082434,0.010645705994092505,0.004909901407168509,0.03349703057662273,payout
P04909,64,M,2018-12-05,5,139000,None,True,AccountValue,True,0.011475201331139885,0.002275450959515377,0.0,0.0,0.013750652290655262,payout
P04910,55,M,2014-05-26,5,105000,GMWB,False,None,False,0.011685317576209608,0.0023747313862804804,0.010722087242379375,0.0,0.024782136204869465,payout
P04911,57,M,2018-05-26,0,112000,GMIB,False,None,False,0.01231690017471123,0.0029837212545495706,0.007825177569473603,0.0,0.023125798998734404,payout
P04912,72,F,2024-10-06,5,110000,GMWB,True,AccountValue,True,0.012713041227518644,0.001888600832662949,0.009320384883265469,0.0,0.023922026943447063,deferred
P04913,68,M,2022-07-21,10,50000,None,True,AccountValue,True,0.011644811762965987,0.001918985307324763,0.0,0.0,0.01356379707029075,deferred
P04914,63,F,2023-12-02,0,53000,GMIB,True,ReturnOfPremium,True,0.013231232090100313,0.0018092916335842933,0.009762574848837108,0.003931839868388704,0.028734938440910417,payout
P04915,51,F,2013-01-19,15,64000,None,True,AccountValue,True,0.00945730535127264,0.0025345338589971875,0.0,0.0,0.011991839210269828,deferred
P04916,63,F,2021-01-05,0,58000,GMWB,True,ReturnOfPremium,False,0.014753927057267115,0.0017412085512010008,0.009768428032071862,0.002788546294963278,0.029052109935503258,payout
P04917,70,F,2021-04-27,15,122000,None,True,AccountValue,False,0.010963090761735218,0.002581375400087051,0.0,0.0,0.013544466161822269,deferred
P04918,58,M,2011-05-23,10,108000,None,True,AccountValue,True,0.010505139606836562,0.0027929970476526715,0.0,0.0,0.013298136654489234,payout
P04919,72,F,2010-10-27,15,72000,None,True,AccountValue,True,0.00911280798124064,0.0017380531454863628,0.0,0.0,0.010850861126727002,deferred
P04920,72,M,2023-01-09,0,134000,GMWB,True,ReturnOfPremium,True,0.01530626547511036,0.001119052554304143,0.008808934527195382,0.002906800084006861,0.028141052640616747,payout
P04921,75,F,2016-03-26,5,79000,None,True,AccountValue,True,0.010318434872480398,0.0018367799762811668,0.0,0.0,0.012155214848761565,payout
P04922,64,M,2018-05-06,5,50000,GMWB,True,AccountValue,False,0.013328470206480687,0.0025129715782694927,0.007784137035250972,0.0,0.02362557882000115,payout
P04923,66,M,2019-05-25,10,58000,GMIB,True,AccountValue,True,0.014653469100730173,0.0015747422982064496,0.010464296194911156,0.0,0.02669250759384778,deferred
P04924,73,M,2020-08-17,0,77000,GMIB,True,AccountValue,True,0.015260290085820423,0.001919593164182902,0.0113381444766335,0.0,0.02851802772663682,payout
P04925,65,M,2015-02-05,0,114000,GMIB,True,AccountValue,True,0.013836510031549306,0.0015031513933648818,0.011651250368557436,0.0,0.026990911793471625,payout
P04926,57,M,2021-01-12,0,84000,GMWB,False,None,False,0.011994136625238022,0.0017911135251239539,0.011997286441423982,0.0,0.025782536591785955,payout
P04927,58,F,2016-08-17,20,96000,GMIB,True,AccountValue,True,0.016212872484004003,0.0017727596095602955,0.009035820479337535,0.0,0.027021452572901835,deferred
P04928,63,M,2023-04-02,5,132000,None,True,AccountValue,False,0.008680031839797072,0.00248347075243569,0.0,0.0,0.011163502592232762,deferred
P04929,51,F,2018-02-09,5,72000,GMWB,True,ReturnOfPremium,True,0.013645780578467567,0.0015680021735611273,0.0115871822116396,0.002058837101711597,0.028859802065379893,payout
P04930,60,M,2013-10-21,10,50000,None,True,AccountValue,True,0.010680534678338592,0.0011433229852699147,0.0,0.0,0.011823857663608507,payout
P04931,70,F,2017-01-26,5,178000,None,True,AccountValue,True,0.00904103003358065,0.00228725325976242,0.0,0.0,0.01132828329334307,payout
P04932,45,F,2024-04-23,5,96000,None,True,AccountValue,True,0.00861710928913887,0.0024723037996672564,0.0,0.0,0.011089413088806127,deferred
P04933,74,F,2017-11-23,10,50000,None,True,AccountValue,True,0.011283574195468887,0.002498715289852885,0.0,0.0,0.013782289485321772,deferred
P04934,70,M,2017-04-25,5,78000,None,True,AccountValue,True,0.011939872627183533,0.0015072917715090893,0.0,0.0,0.013447164398692622,payout
P04935,58,M,2023-06-01,5,50000,GMIB,True,SteppedUp,True,0.014402880476673126,0.002682647715051063,0.011193215165772959,0.004744176248419759,0.033022919605916905,deferred
P04936,66,M,2010-01-15,0,68000,GMWB,False,None,False,0.010547875973114698,0.0017170885649708827,0.008552241616969396,0.0,0.020817206155054977,payout
P04937,62,F,2019-08-09,10,80000,None,True,AccountValue,True,0.010032024712484926,0.001066329284811946,0.0,0.0,0.011098353997296872,deferred
P04938,71,F,2024-01-28,20,101000,GMWB,True,AccountValue,True,0.014399413943028452,0.0010117926256783935,0.008546794528147902,0.0,0.023958001096854746,deferred
P04939,69,F,2022-02-23,0,270000,None,True,AccountValue,True,0.00839406414539858,0.002790295050693998,0.0,0.0,0.011184359196092578,payout
P04940,50,M,2020-04-01,5,50000,GMWB,True,ReturnOfPremium,False,0.012700688205840022,0.002142894499145217,0.011485883330339359,0.0027046543494417445,0.029034120384766344,payout
P04941,66,F,2020-01-07,5,99000,None,False,None,False,0.007471798870575381,0.002812884631148293,0.0,0.0,0.010284683501723674,payout
P04942,60,F,2018-06-23,5,127000,GMWB,True,ReturnOfPremium,True,0.015524188559903965,0.0017166467233439523,0.00747602771272014,0.003978453432931569,0.028695316428899626,payout
P04943,62,M,2012-01-06,5,98000,GMWB,True,ReturnOfPremium,True,0.01419765373719837,0.0017052433478404953,0.006207075537991952,0.0033146934917465533,0.02542466611477737,payout
P04944,56,M,2022-11-19,10,76000,None,False,None,False,0.00809233338811082,0.0010378341955202528,0.0,0.0,0.009130167583631072,deferred
